id,type,main,genreId2,genre2,genreId3,genre3,select,result
40,12,駿川たづな イベント選択肢,5,おでかけ,4,（４回目）ため息と絆創膏,選択肢なし,体力＋４９、やる気↑、賢さ＋６、状態異常回復
41,12,駿川たづな イベント選択肢,6,おでかけ,5,（５回目）ひと休みサプライズ,選択肢なし,体力＋４９、やる気↑、スキルｐｔ＋３７、コンセントレーション
42,13,メジロマックイーン,1,育成イベント,1,同室のあの子〜そうだと思いましたわ〜(エンド・オブ・スカイ),いい友人なんだってね,ウマ込み冷静Lv+2
43,13,メジロマックイーン,1,育成イベント,2,同室のあの子〜そうだと思いましたわ〜(エンド・オブ・スカイ),貴方の夢を大事にしたいんだって, スタミナ＋１０、スキルPt＋１５
44,13,メジロマックイーン,1,育成イベント,1,ライバルのあの子〜どんな舞台でも〜(エンド・オブ・スカイ),リスペクトしてるんだね,ポジションセンスLv+2、（注目株）
45,13,メジロマックイーン,1,育成イベント,2,ライバルのあの子〜どんな舞台でも〜(エンド・オブ・スカイ),大丈夫、貴方には貴方の良さはある ,賢さ+10、スキルPt+15、（注目株）
46,13,メジロマックイーン,1,育成イベント,1,メジロ家のあの子たち〜難しい選択〜(エンド・オブ・スカイ),危ないから逃げるべき,スピード+10、パワー+10
47,13,メジロマックイーン,1,育成イベント,2,メジロ家のあの子たち〜難しい選択〜(エンド・オブ・スカイ),留まってチャンスを活かすべき ,スタミナ+7、根性+7、賢さ+7
48,13,メジロマックイーン,1,育成イベント,1,エキサイティングお嬢様,すごい叫び声だった！ , 根性＋１０
49,13,メジロマックイーン,1,育成イベント,2,エキサイティングお嬢様,すごいタオル回しだった！ , パワー＋１０
50,13,メジロマックイーン,1,育成イベント,1,掘り出し物,『３星レストランの秘蔵レシピ』かな , スピード＋１０
51,13,メジロマックイーン,1,育成イベント,2,掘り出し物,『ゴールドシップのサイン色紙』かな , 根性＋１０
52,13,メジロマックイーン,1,育成イベント,1,ダンスレッスン,よかったら特訓付き合うよ , スタミナ＋１０
53,13,メジロマックイーン,1,育成イベント,2,ダンスレッスン,まず曲の理解から始めるのはどうだ？ , 賢さ＋１０
54,13,メジロマックイーン,1,育成イベント,1,果てなき王国,フランス , スタミナ＋１０
55,13,メジロマックイーン,1,育成イベント,2,果てなき王国,ニューカレドニア ,賢さ＋１０
56,13,メジロマックイーン,1,育成イベント,3,果てなき王国,メジロ王国 , スピード＋５、パワー＋５
57,13,メジロマックイーン,1,育成イベント,1,思い出クッキング,ゆっくり一緒に食べよう , 体力＋１５
58,13,メジロマックイーン,1,育成イベント,2,思い出クッキング,一気に飲み干す , 先駆け
59,13,メジロマックイーン,1,育成イベント,1,孤島の女王,食料 , スピード＋１０
60,13,メジロマックイーン,1,育成イベント,2,孤島の女王,体力 , スタミナ＋１０
61,13,メジロマックイーン,1,育成イベント,1,栗祭り襲来！,ちょっと控えよう , 体力＋１０、スキルPt＋５
62,13,メジロマックイーン,1,育成イベント,2,栗祭り襲来！,お腹いっぱい食べよう , 体力＋３０、スキルPt＋１０、パワー＋５、（スピード－５，太り気味）
63,13,メジロマックイーン,1,育成イベント,1,ご令嬢の風格,かっこいいな、と思って , スタミナ＋１０、パワー＋１０、（練習上手）
64,13,メジロマックイーン,1,育成イベント,2,ご令嬢の風格,隣に立つ努力をしないと、と思って , 賢さ＋２０、（練習上手）
65,13,メジロマックイーン,1,育成イベント,1,ラーメン３杯分の誘惑,安心しろ、体重管理はバッチリだ！ , スキルPt＋３０
66,13,メジロマックイーン,1,育成イベント,2,ラーメン３杯分の誘惑,後でラーメン３杯分、走ろう！！ , スピード＋５、スタミナ＋５
67,13,メジロマックイーン,1,育成イベント,1,銀幕の２人,『５時間インフェルノ』 , スタミナ＋１０
68,13,メジロマックイーン,1,育成イベント,2,銀幕の２人,『大脱獄』 , 賢さ＋５、スキルPt＋１５
69,13,メジロマックイーン,1,育成イベント,1,覚悟と使命の証,軽く走ろう , スピード＋１０、賢さ＋１０
70,13,メジロマックイーン,1,育成イベント,2,覚悟と使命の証,お菓子でも食べよう , パワー＋２０
71,13,メジロマックイーン,1,育成イベント,1,夜中のファンサ特訓,い、今きたところ , 根性＋２０
72,13,メジロマックイーン,1,育成イベント,2,夜中のファンサ特訓,すごくよかったぞ , スピード＋２０
73,13,メジロマックイーン,1,育成イベント,1,レース場グルメの誘惑,一緒に食べよう , 体力＋３０、スタミナ＋１０、スキルPt＋１０、（スピード－５，パワー＋５、太り気味）
74,13,メジロマックイーン,1,育成イベント,2,レース場グルメの誘惑,我慢しよう , 根性＋１５、スキルPt＋５
75,13,メジロマックイーン,1,育成イベント,1,その名はホヤ！,他の物も見てみよう , スキルPt＋３０
76,13,メジロマックイーン,1,育成イベント,2,その名はホヤ！,食すべき , スタミナ＋１０
77,13,メジロマックイーン,1,育成イベント,3,その名はホヤ！,他の物も見てみよう , スキルPt＋３０
78,13,メジロマックイーン,1,育成イベント,4,その名はホヤ！,食すべき , スタミナ＋１０
79,13,メジロマックイーン,1,育成イベント,1,新年の抱負,しっかり基礎体力を付けよう , スタミナ＋１０
80,13,メジロマックイーン,1,育成イベント,2,新年の抱負,まずは昼食を食べに行こう , 体力＋２０
81,13,メジロマックイーン,1,育成イベント,3,新年の抱負,コースの研究をしよう , スキルPt＋２０
82,13,メジロマックイーン,1,育成イベント,1,初詣,正月だしゆっくりしよう』 , 体力＋３０
83,13,メジロマックイーン,1,育成イベント,2,初詣,いつも通りのトレーニングだ , ALL＋５
84,13,メジロマックイーン,1,育成イベント,3,初詣,福袋を買いに行こう！ , スキルPt＋３５
85,13,メジロマックイーン,2,サポートカードイベント,1,体重を保つ為,レースが終わるまで頑張って耐える,体力－１０，スタミナ＋１０
86,13,メジロマックイーン,2,サポートカードイベント,2,体重を保つ為,食べた分だけ走れば問題ない,体力の最大値＋４、スタミナ＋５
87,13,メジロマックイーン,2,サポートカードイベント,1,高みに至る為,スタミナと根性を鍛える,スタミナ+5、根性+5、絆+7
88,13,メジロマックイーン,2,サポートカードイベント,2,高みに至る為,スタートダッシュを意識する,先駆け
89,13,メジロマックイーン,2,サポートカードイベント,1,努力の成果,それでも食べすぎだと思う,体力+10、スキルPt+5
90,14,オグリキャップ,1,育成イベント,1,聖夜に並んで走るため（キセキの白星）,どこで競うんだ？, スキルPt+30
91,14,オグリキャップ,1,育成イベント,2,聖夜に並んで走るため（キセキの白星）,焦ってやる必要はない, スピード+10、パワー+5
92,14,オグリキャップ,1,育成イベント,1,みんなのオグリキャップ（キセキの白星）,彼女の夢を叶えてみせます！, 栄養補給、（愛嬌◯）
93,14,オグリキャップ,1,育成イベント,2,みんなのオグリキャップ（キセキの白星）,不束者ですがよろしくお願いします, パワー+10、根性+5、（愛嬌◯）
94,14,オグリキャップ,1,育成イベント,1,先取り大人のクリスマス！？（キセキの白星）,今までで最高のプレゼントだよ, 体力+20、やる気↑、冬ウマ娘◯
95,14,オグリキャップ,1,育成イベント,2,先取り大人のクリスマス！？（キセキの白星）,……じゃあ、今年はサンタさん来ないかも？, スピード+10、賢さ+20、冬ウマ娘◯
96,14,オグリキャップ,1,育成イベント,1,迷いウマ娘,くまなく探そう,根性＋１０
97,14,オグリキャップ,1,育成イベント,2,迷いウマ娘,物産展に行ってみよう,スピード＋１０
98,14,オグリキャップ,1,育成イベント,1,託された想い,俺の想いも一緒だ！, スタミナ＋１０、パワー＋１０
99,14,オグリキャップ,1,育成イベント,2,託された想い,みんなと一緒に勝とう！,賢さ＋２０
100,14,オグリキャップ,1,育成イベント,1,オグリは森の案内ウマ娘？,いつも助けられているよ,スピード＋２０
101,14,オグリキャップ,1,育成イベント,2,オグリは森の案内ウマ娘？,これからも頼りにしてる,パワー＋２０
102,14,オグリキャップ,1,育成イベント,1,気になる隣の晩ご飯！,急いで帰ってご飯を食べよう,スピード＋１０
103,14,オグリキャップ,1,育成イベント,2,気になる隣の晩ご飯！,何か食べて帰るか？,根性＋１０
104,14,オグリキャップ,1,育成イベント,1,オグリの大食い選手権,思いっきり戦ってこい！,体力＋３０、パワー＋１０、スキルｐｔ＋１０
105,14,オグリキャップ,1,育成イベント,2,オグリの大食い選手権,ほどほどにセーブしてほしい,体力＋１０，パワー＋５、スキルｐｔ＋５
106,14,オグリキャップ,1,育成イベント,1,食いしん坊は伊達じゃない,食事は適量が1番,体力＋１０，スキルｐｔ̟＋５
107,14,オグリキャップ,1,育成イベント,2,食いしん坊は伊達じゃない,腹が減っては力が出ない！,体力＋３０、スキルｐｔ＋１０
108,14,オグリキャップ,1,育成イベント,1,ぬいぐるみよりもずっと,本物が1番だ,根性＋２０、（注目株）
109,14,オグリキャップ,1,育成イベント,2,ぬいぐるみよりもずっと,ぬいぐるみは応援の形だ,スタミナ+２０、（注目株）
110,14,オグリキャップ,1,育成イベント,1,畑でビルドアップ,雑草を抜いてしまおう,根性＋１０
111,14,オグリキャップ,1,育成イベント,2,畑でビルドアップ,畑を耕そう,パワー＋１０
112,14,オグリキャップ,1,育成イベント,1,ダンスレッスン,力強いステップがよかった,パワー＋１０
113,14,オグリキャップ,1,育成イベント,2,ダンスレッスン,流れるような動きがよかった,スピード＋１０
114,14,オグリキャップ,1,育成イベント,1,託された想い,俺の想いも一緒だ！,スタミナ＋１０、パワー＋１０
115,14,オグリキャップ,1,育成イベント,2,託された想い,みんなと一緒に勝とう！,賢さ＋２０
116,14,オグリキャップ,1,育成イベント,1,高みのライバル,走り方が似ているな,スピード＋５、スタミナ＋５２５
117,14,オグリキャップ,1,育成イベント,2,高みのライバル,同着だな,パワー＋５、賢さ＋５
118,14,オグリキャップ,1,育成イベント,1,オグリ、決意する,よし、一緒に考えよう！,スピード＋５、賢さ＋５
119,14,オグリキャップ,1,育成イベント,2,オグリ、決意する,ときには荒療治も必要だ！,パワー＋５、根性＋５
120,14,オグリキャップ,1,育成イベント,1,オグリ、頑張る,お客さんを故郷のみんなだと思って！, 根性＋１０
121,14,オグリキャップ,1,育成イベント,2,オグリ、頑張る,お客さんをニンジンだと思って！, パワー＋１０
122,14,オグリキャップ,1,育成イベント,1,オグリ、成長する,練習の成果が出たね, 賢さ＋１０
123,14,オグリキャップ,1,育成イベント,2,オグリ、成長する,また一つ成長したね, スタミナ＋１０
124,14,オグリキャップ,1,育成イベント,3,オグリ、成長する,同世代に囲まれるのも慣れてきた？,パワー＋１０
125,14,オグリキャップ,1,育成イベント,1,レースとグルメで満腹に,早めに行って観戦場所を確保しよう,体力＋１０、スキルｐｔ＋１５
126,14,オグリキャップ,1,育成イベント,2,レースとグルメで満腹に,レースもグルメも楽しもう,中山レース場〇
127,14,オグリキャップ,1,育成イベント,1,新年の抱負,ジムで鍛えよう！,パワー＋１０
128,14,オグリキャップ,1,育成イベント,2,新年の抱負,たくさん食べて健康な1年にしよう！,体力＋２０
129,14,オグリキャップ,1,育成イベント,3,新年の抱負,得意なことを増やそう！,スキルｐｔ＋２０
130,14,オグリキャップ,1,育成イベント,1,夏合宿（2年目）にて,さらにパワーをつけよう！,パワー＋１０
131,14,オグリキャップ,1,育成イベント,2,夏合宿（2年目）にて,気持ちで負けないようにしよう！,根性＋１０
132,14,オグリキャップ,1,育成イベント,1,初詣,健康祈願で『無事是名ウマ娘』,体力＋３０
133,14,オグリキャップ,1,育成イベント,2,初詣,最強を目指して『怪物になる！』,ALL＋５
134,14,オグリキャップ,1,育成イベント,3,初詣,出来ることを増やす『技術を習得！』,スキルｐｔ＋３５
135,14,オグリキャップ,2,サポートカードイベント,1,人混みは大変だ……,流れに負けないよう踏ん張って進もう,パワー+5、スキルPt+15
136,14,オグリキャップ,2,サポートカードイベント,2,人混みは大変だ……,流れを見極めて進もう,中山レース場◯
137,14,オグリキャップ,2,サポートカードイベント,1,本当に応えるべきは……,その時は大人を頼って,パワー+5、スキルPt+10、スタミナキープ
138,14,オグリキャップ,2,サポートカードイベント,2,本当に応えるべきは……,魔法の言葉を教えよう,スタミナ+5、スキルPt+10、外差し準備
139,14,オグリキャップ,2,サポートカードイベント,1,私が語りたいことは……,今の君なら大丈夫,パワー+10、根性+5、スキルPt+10、豪脚、（パワー+15、根性+10）
140,14,オグリキャップ,2,サポートカードイベント,2,私が語りたいことは……,君はどうしたい？,体力+30
141,14,オグリキャップ,2,サポートカードイベント,1,何と答えれば……,トレーニングを実践してみせたら？,体力+5、パワー+5
142,14,オグリキャップ,2,サポートカードイベント,2,何と答えれば……,苦手なら少しずつ克服してみよう,体力-10、根性+15
143,15,トウカイテイオー ,1,育成イベント,1,ワガハイがテイオー先輩だ！(ビヨンド・ザ・ホライズン),生徒会長みたいでカッコよかった,コーナー加速Lv2
144,15,トウカイテイオー ,1,育成イベント,2,ワガハイがテイオー先輩だ！(ビヨンド・ザ・ホライズン),憧れの的として頑張って行こう！, 賢さ+10、スキルPt+15
145,15,トウカイテイオー ,1,育成イベント,3,ワガハイがテイオー先輩だ！(ビヨンド・ザ・ホライズン),生徒会長みたいでカッコよかった,コーナー加速Lv2
146,15,トウカイテイオー ,1,育成イベント,4,ワガハイがテイオー先輩だ！(ビヨンド・ザ・ホライズン),憧れの的として頑張って行こう！, 賢さ+10、スキルPt+15
147,15,トウカイテイオー ,1,育成イベント,1,ネバー・ギブ・アップ・ワガハイ！(ビヨンド・ザ・ホライズン),ちゃんとした舞台で競うんだろ？,スタミナ+15、根性+5、（練習上手）
148,15,トウカイテイオー ,1,育成イベント,2,ネバー・ギブ・アップ・ワガハイ！(ビヨンド・ザ・ホライズン),競うなら準備が必要！, パワー+5、賢さ+15、（練習上手）
149,15,トウカイテイオー ,1,育成イベント,1,好敵手と書いて友と呼ぶ！(ビヨンド・ザ・ホライズン),お互い問題を出し合って競い合おう,スタミナキープLv2
150,15,トウカイテイオー ,1,育成イベント,2,好敵手と書いて友と呼ぶ！(ビヨンド・ザ・ホライズン),そんなに優劣をつけたいなら走ってくるんだ, スピード+10、スキルPt+15
151,15,トウカイテイオー ,1,育成イベント,1,カイチョーみたいな勝負服,タイは？,スピード＋１０、賢さ＋１０、（注目株）
152,15,トウカイテイオー ,1,育成イベント,2,カイチョーみたいな勝負服,マントは？,スタミナ＋１０、根性＋１０、（注目株）
153,15,トウカイテイオー ,1,育成イベント,1,ダンスレッスン,バランス感覚を鍛えよう,スタミナ＋１０
154,15,トウカイテイオー ,1,育成イベント,2,ダンスレッスン,全身の筋力をつけよう,パワー＋１０
155,15,トウカイテイオー ,1,育成イベント,1,気づいちゃった！,テイオーの走りが好きだから, スピード＋５、スタミナ＋５
156,15,トウカイテイオー ,1,育成イベント,2,気づいちゃった！,約束を守りたいから, 根性＋５、賢さ＋５
157,15,トウカイテイオー ,1,育成イベント,3,気づいちゃった！,多分テイオーと同じだよ, パワー＋１０
158,15,トウカイテイオー ,1,育成イベント,1,カラオケでパワーアップ？,危ないテイオー！,根性＋１０
159,15,トウカイテイオー ,1,育成イベント,2,カラオケでパワーアップ？,間に合わない…！,スピード＋１０
160,15,トウカイテイオー ,1,育成イベント,1,力のヒミツ！,そういうことじゃない気が…,体力＋１０，スキルｐｔ＋５
161,15,トウカイテイオー ,1,育成イベント,2,力のヒミツ！,そう！ご飯を食べよう！,体力＋２０、スキルｐｔ＋１０、（太り気味）
162,15,トウカイテイオー ,1,育成イベント,1,ボクとみんなとカップケーキ,半分こすればいい,体力＋５、やる気↑
163,15,トウカイテイオー ,1,育成イベント,2,ボクとみんなとカップケーキ,勝負すればいい,スピード＋５、パワー＋５
164,15,トウカイテイオー ,1,育成イベント,3,ボクとマヤノとオトナの時間,大人の味は次の機会にしたら？, 根性＋１０
165,15,トウカイテイオー ,1,育成イベント,4,ボクとマヤノとオトナの時間,甘いものが食べたくなってきたな〜, 賢さ＋１０
166,15,トウカイテイオー ,1,育成イベント,1,テイオーの武者修行,トレーニングじゃ物足りない？,根性＋１０、スキルｐｔ＋１５
167,15,トウカイテイオー ,1,育成イベント,2,テイオーの武者修行,いい友達が出来たんだね,抜け出し準備
168,15,トウカイテイオー ,1,育成イベント,1,わがままテイオーと思い出の景色,よし、ゴミ拾いは任せたよ！,根性＋２０
169,15,トウカイテイオー ,1,育成イベント,2,わがままテイオーと思い出の景色,よし、落書き消しは任せたよ！,スピード＋１０、パワー＋１０
170,15,トウカイテイオー ,1,育成イベント,1,カイチョーとダジャレ,買うのか？,スタミナ＋５，パワー＋５
171,15,トウカイテイオー ,1,育成イベント,2,カイチョーとダジャレ,帰るか？,スピード＋１０
172,15,トウカイテイオー ,1,育成イベント,1,テイオー、ウマドルになる！？,数曲だけ見ていこうかな,パワー＋１０
173,15,トウカイテイオー ,1,育成イベント,2,テイオー、ウマドルになる！？,用事があるからごめん,スピード＋１０
174,15,トウカイテイオー ,1,育成イベント,1,褒められちゃった！,楽しませてくれるから、ついね,スタミナ＋１０
175,15,トウカイテイオー ,1,育成イベント,2,褒められちゃった！,期待に応えてくれるから、ついね,スピード＋１０
176,15,トウカイテイオー ,1,育成イベント,1,テイオーのジンクス,今はどう？,スタミナ＋２０
177,15,トウカイテイオー ,1,育成イベント,2,テイオーのジンクス,テイオーのジンクスかな？,賢さ＋２０
178,15,トウカイテイオー ,1,育成イベント,1,女帝vs.帝王,当たって砕けろだ！,根性＋１０
179,15,トウカイテイオー ,1,育成イベント,2,女帝vs.帝王,戦略練って頑張ろうな！,スキルPt＋３０
180,15,トウカイテイオー ,1,育成イベント,1,新年の抱負,最後まで走りぬく根性作り！,根性＋２０
181,15,トウカイテイオー ,1,育成イベント,2,新年の抱負,しっかり走るための体調管理！,体力＋２０
182,15,トウカイテイオー ,1,育成イベント,3,新年の抱負,持ち味を活かす技術向上！,スキルｐｔ＋２０
183,15,トウカイテイオー ,1,育成イベント,1,夏合宿（2年目）にて,じゃあ水中バレーをしようか,パワー＋１０
184,15,トウカイテイオー ,1,育成イベント,2,夏合宿（2年目）にて,じゃあ素潜りをしようか,根性＋１０
185,15,トウカイテイオー ,1,育成イベント,1,初詣,『テイオーの健康に気を配ります』って,体力＋３０
186,15,トウカイテイオー ,1,育成イベント,2,初詣,『テイオーの実力向上に努めます』って,ALL＋５
187,15,トウカイテイオー ,1,育成イベント,3,初詣,『テイオーをスキルアップさせます』って,スキルｐｔ＋３５
188,15,トウカイテイオー ,2,サポートカードイベント,1,ボクの武器,全部できるとかっこいいいぞ！,やる気↑、根性＋１０
189,15,トウカイテイオー ,2,サポートカードイベント,2,ボクの武器,今も十分すごい武器をもっているぞ,先行直線〇
190,15,トウカイテイオー ,2,サポートカードイベント,3,ボクのやり方,自分に合う方法が１番！,やる気↑、スキルｐｔ＋１５
191,15,トウカイテイオー ,2,サポートカードイベント,4,ボクのやり方,我慢した後に走ったらもっと気持ちいいよ,根性＋１５
192,16,サイレンススズカ,1,育成イベント,1,雨の日の過ごし方,勉強とか , 根性＋１０
193,16,サイレンススズカ,1,育成イベント,2,雨の日の過ごし方,料理とか , スピード＋５、賢さ＋５
194,16,サイレンススズカ,1,育成イベント,1,あなたの喜ぶ景色,のびのび走ってくれると嬉しい , パワー＋１０
195,16,サイレンススズカ,1,育成イベント,2,あなたの喜ぶ景色,走りすぎに気をつけてくれると嬉しい , スピード＋５，根性＋５
196,16,サイレンススズカ,1,育成イベント,1,私の小さな雪景色,応援してるぞ！ , スタミナ＋１０
197,16,サイレンススズカ,1,育成イベント,2,私の小さな雪景色,代わりにやってみてもいい？ , 賢さ＋１０
198,16,サイレンススズカ,1,育成イベント,1,私とあなたの、小さな雪景色,ありがとう、すごく嬉しい , スタミナ＋１０
199,16,サイレンススズカ,1,育成イベント,2,私とあなたの、小さな雪景色,故郷の雪も綺麗なんだな , スピード＋１０
200,16,サイレンススズカ,1,育成イベント,3,私とあなたの、小さな雪景色,スイッチつけてみてもいい？ , パワー＋１０
201,16,サイレンススズカ,1,育成イベント,1,ウマドル☆猛特訓！,ノリノリで！ , スピード＋１０、パワー＋１０、（注目株）
202,16,サイレンススズカ,1,育成イベント,2,ウマドル☆猛特訓！,す、好きなように……？ , 根性＋１０、賢さ＋１０、（注目株）
203,16,サイレンススズカ,1,育成イベント,1,白い誘惑,半分こして食べる？ , 体力＋１０、スキルPt＋５
204,16,サイレンススズカ,1,育成イベント,2,白い誘惑,気にせず食べちゃおう！ , 体力＋３０、スキルPt＋１０、パワー＋５、（スピード－５，太り気味）
205,16,サイレンススズカ,1,育成イベント,1,Landscape color,緑が好きなんだな , 根性＋２０
206,16,サイレンススズカ,1,育成イベント,2,Landscape color,白が好きなんだな , パワー＋２０
207,16,サイレンススズカ,1,育成イベント,1,ふたりの相性はいかに！？,マチカネフクキタルとやってみたら？ , スタミナ＋１０
208,16,サイレンススズカ,1,育成イベント,2,ふたりの相性はいかに！？,わたしとやってみる？ , パワー＋５、根性＋５
209,16,サイレンススズカ,1,育成イベント,1,しっとりパーティタイム,いっぱい食べよう！ , 体力＋１０
210,16,サイレンススズカ,1,育成イベント,2,しっとりパーティタイム,食前の運動もしっかりとな , スタミナ＋５、パワー＋５
211,16,サイレンススズカ,1,育成イベント,1,趣味、特技、休日の過ごし方,そのままのスズカが知りたい , スタミナ＋２０
212,16,サイレンススズカ,1,育成イベント,2,趣味、特技、休日の過ごし方,答え方を変えよう , スピード＋１０、賢さ＋１０
213,16,サイレンススズカ,1,育成イベント,3,趣味、特技、休日の過ごし方,そのままのスズカが知りたい , スタミナ＋２０
214,16,サイレンススズカ,1,育成イベント,4,趣味、特技、休日の過ごし方,答え方を変えよう , スピード＋１０、賢さ＋１０
215,16,サイレンススズカ,1,育成イベント,1,背を追ってくれるから,直線のトレーニングで , スピード＋５、スキルPt＋１５
216,16,サイレンススズカ,1,育成イベント,2,背を追ってくれるから,左回りのトレーニングで , 左回り◯
217,16,サイレンススズカ,1,育成イベント,1,スズカ流後輩指導？,併走トレーニングから , スピード＋１０
218,16,サイレンススズカ,1,育成イベント,2,スズカ流後輩指導？,逃げ方の指導から , 賢さ＋１０
219,16,サイレンススズカ,1,育成イベント,1,ダンスレッスン,これも練習だ！ , 賢さ＋１０
220,16,サイレンススズカ,1,育成イベント,2,ダンスレッスン,ファンの声に応えてみよう , 根性＋１０
221,16,サイレンススズカ,1,育成イベント,1,新年の抱負,速さを追求しよう！ , スピード＋１０
222,16,サイレンススズカ,1,育成イベント,2,新年の抱負,まずはリラックスしよう！ , 体力＋２０
223,16,サイレンススズカ,1,育成イベント,3,新年の抱負,ひとまず、明けましておめでとう！ , スキルPt＋２０
