id,genreName,gereId,genre2Name,genre2Id,branchNo,kindNo,skillName,explanation,category,rarity,activeCondition1,activeCondition2,activeCondition3,activeCondition4,activeCondition5,activeCondition6,activeCondition7,activeCondition8,activeCondition9,activeCondition10,effect1,effect2,effect3,effect4,effect5,effect6,effect7,effect8,effect9,effect10,wisepoint,getpoint,evaluationPoint
54,パッシブスキル,1,スタミナ,2,1,0,函館レース場◎,函館レース場が得意になる,パッシブ,R,レース場,函館レース場,,,,,,,,,スタミナ,60,-,-,-,-,-,-,-,-,なし,90Pt,174Pt
55,パッシブスキル,1,スタミナ,2,1,0,函館レース場○,函館レース場が少し得意になる,パッシブ,R,レース場,函館レース場,,,,,,,,,スタミナ,40,-,-,-,-,-,-,-,-,なし,70Pt,129Pt
56,パッシブスキル,1,スタミナ,2,1,2,函館レース場×,函館レース場が少し苦手になる,パッシブ,R,レース場,函館レース場,,,,,,,,,スタミナ,-40,-,-,-,-,-,-,-,-,なし,40Pt,-129Pt
57,パッシブスキル,1,スタミナ,2,1,0,福島レース場◎,福島レース場が得意になる,パッシブ,R,レース場,福島レース場,,,,,,,,,スタミナ,60,-,-,-,-,-,-,-,-,なし,90Pt,174Pt
58,パッシブスキル,1,スタミナ,2,1,0,福島レース場○,福島レース場が少し得意になる,パッシブ,R,レース場,福島レース場,,,,,,,,,スタミナ,40,-,-,-,-,-,-,-,-,なし,70Pt,129Pt
59,パッシブスキル,1,スタミナ,2,1,2,福島レース場×,福島レース場が少し苦手になる,パッシブ,R,レース場,福島レース場,,,,,,,,,スタミナ,-40,-,-,-,-,-,-,-,-,なし,40Pt,-129Pt
60,パッシブスキル,1,スタミナ,2,1,0,新潟レース場◎,新潟レース場が得意になる,パッシブ,R,レース場,新潟レース場,,,,,,,,,スタミナ,60,-,-,-,-,-,-,-,-,なし,90Pt,174Pt
61,パッシブスキル,1,スタミナ,2,1,0,新潟レース場○,新潟レース場が少し得意になる,パッシブ,R,レース場,新潟レース場,,,,,,,,,スタミナ,40,-,-,-,-,-,-,-,-,なし,70Pt,129Pt
62,パッシブスキル,1,スタミナ,2,1,3,新潟レース場×,新潟レース場が少し苦手になる,パッシブ,R,レース場,新潟レース場,,,,,,,,,スタミナ,-40,-,-,-,-,-,-,-,-,なし,40Pt,-129Pt
63,パッシブスキル,1,スタミナ,2,1,0,小倉レース場◎,小倉レース場が得意になる,パッシブ,R,レース場,小倉レース場,,,,,,,,,スタミナ,60,-,-,-,-,-,-,-,-,なし,90Pt,174Pt
64,パッシブスキル,1,スタミナ,2,1,0,小倉レース場○,小倉レース場が少し得意になる,パッシブ,R,レース場,小倉レース場,,,,,,,,,スタミナ,40,-,-,-,-,-,-,-,-,なし,70Pt,129Pt
65,パッシブスキル,1,スタミナ,2,1,3,小倉レース場×,小倉レース場が少し苦手になる,パッシブ,R,レース場,小倉レース場,,,,,,,,,スタミナ,-40,-,-,-,-,-,-,-,-,なし,40Pt,-129Pt
66,パッシブスキル,1,スタミナ,2,1,0,根幹距離◎,根幹距離（400mの倍数）が 得意になる,パッシブ,R,距離の性質,根幹,,,,,,,,,スタミナ,60,-,-,-,-,-,-,-,-,なし,110Pt,174Pt
67,パッシブスキル,1,スタミナ,2,1,0,根幹距離○,根幹距離（400mの倍数）が 少し得意になる,パッシブ,R,距離の性質,根幹,,,,,,,,,スタミナ,40,-,-,-,-,-,-,-,-,なし,90Pt,129Pt
68,パッシブスキル,1,スタミナ,2,1,3,根幹距離×,根幹距離（400mの倍数）が 少し苦手になる,パッシブ,R,距離の性質,根幹,,,,,,,,,スタミナ,-40,-,-,-,-,-,-,-,-,なし,50Pt,-129Pt
69,パッシブスキル,1,スタミナ,2,1,0,非根幹距離◎,非根幹距離（400mの倍数以外）が 得意になる,パッシブ,R,距離の性質,非根幹,,,,,,,,,スタミナ,60,-,-,-,-,-,-,-,-,なし,110Pt,174Pt
70,パッシブスキル,1,スタミナ,2,1,0,非根幹距離○,非根幹距離（400mの倍数以外）が 少し得意になる,パッシブ,R,距離の性質,非根幹,,,,,,,,,スタミナ,40,-,-,-,-,-,-,-,-,なし,90Pt,129Pt
71,パッシブスキル,1,スタミナ,2,1,3,非根幹距離×,非根幹距離（400mの倍数以外）が 少し苦手になる,パッシブ,R,距離の性質,非根幹,,,,,,,,,スタミナ,-40,-,-,-,-,-,-,-,-,なし,50Pt,-129Pt
72,パッシブスキル,1,スタミナ,2,1,0,小心者,1番人気になる事が少し苦手になる,パッシブ,R,人気,1番人気,,,,,,,,,スタミナ,-40,-,-,-,-,-,-,-,-,なし,50Pt,-129Pt
73,パッシブスキル,1,スタミナ,2,1,0,大井レース場◎,大井レース場が得意になる,パッシブ,R,レース場,大井レース場,,,,,,,,,スタミナ,60,-,-,-,-,-,-,-,-,なし,110Pt,174Pt
74,パッシブスキル,1,スタミナ,2,1,0,大井レース場○,大井レース場が少し得意になる,パッシブ,R,レース場,大井レース場,,,,,,,,,スタミナ,40,-,-,-,-,-,-,-,-,なし,90Pt,129Pt
75,パッシブスキル,1,スタミナ,2,1,0,大井レース場×,大井レース場が少し苦手になる,パッシブ,R,レース場,大井レース場,,,,,,,,,スタミナ,-40,-,-,-,-,-,-,-,-,なし,50Pt,-129Pt
76,パッシブスキル,1,スタミナ,2,1,0,癒えない渇き,レースへの渇望により 能力が少し発揮しやすくなる,パッシブ,R,レース場,京都レース場,,,,,,,,,スタミナ,40,-,-,-,-,-,-,-,-,なし,-,0Pt
77,パッシブスキル,1,スタミナ,2,1,0,ほんにゃか快走祈願！,気持ちよく走れるおまじないをして サイレンススズカの能力を 少し発揮しやすくさせる,パッシブ,R,対象キャラクターが存在する,-,,,,,,,,,スタミナ,40,-,-,-,-,-,-,-,-,なし,-,0Pt
78,パッシブスキル,1,スタミナ,2,1,0,チームの一員として,チーム全員が思い入れのあるレースを 絶対に勝ちたいという気持ちにより 能力がすごく発揮しやすくなる,パッシブ,SR,条件なし,-,,,,,,,,,スタミナ,80,-,-,-,-,-,-,-,-,なし,-,0Pt
79,パッシブスキル,1,パワー,3,1,0,良バ場◎,「良」のバ場状態が得意になる,パッシブ,R,バ場状態,良,,,,,,,,,パワー,60,-,-,-,-,-,-,-,-,なし,110Pt,174Pt
80,パッシブスキル,1,パワー,3,1,0,良バ場○,「良」のバ場状態が少し得意になる,パッシブ,R,バ場状態,良,,,,,,,,,パワー,40,-,-,-,-,-,-,-,-,なし,90Pt,129Pt
81,パッシブスキル,1,パワー,3,1,3,良バ場×,「良」のバ場状態が少し苦手になる,パッシブ,R,バ場状態,良,,,,,,,,,パワー,-40,-,-,-,-,-,-,-,-,なし,50Pt,-129Pt
82,パッシブスキル,1,パワー,3,1,2,良バ場の鬼,「良」のバ場状態が得意になり パワーとスピードが上昇する,パッシブ,SR,バ場状態,良,,,,,,,,,パワー,60,スピード,60,-,-,-,-,-,-,なし,130Pt,461Pt
83,パッシブスキル,1,パワー,3,1,0,道悪◎,「稍重」「重」「不良」のバ場状態が 得意になる,パッシブ,R,バ場状態,稍重 OR 重 OR 不良,,,,,,,,,パワー,60,-,-,-,-,-,-,-,-,なし,110Pt,174Pt
84,パッシブスキル,1,パワー,3,1,0,道悪○,「稍重」「重」「不良」のバ場状態が 少し得意になる,パッシブ,R,バ場状態,稍重 OR 重 OR 不良,,,,,,,,,パワー,40,-,-,-,-,-,-,-,-,なし,90Pt,129Pt
85,パッシブスキル,1,パワー,3,1,0,道悪×,「稍重」「重」「不良」のバ場状態が 少し苦手になる,パッシブ,R,バ場状態,稍重 OR 重 OR 不良,,,,,,,,,パワー,-40,-,-,-,-,-,-,-,-,なし,50Pt,-129Pt
86,パッシブスキル,1,パワー,3,1,0,対抗意識◎,自分と同じ作戦のウマ娘が多いと 能力を発揮しやすい,パッシブ,R,自分と同じ作戦の割合,40%以上,,,,,,,,,パワー,60,-,-,-,-,-,-,-,-,なし,110Pt,174Pt
87,パッシブスキル,1,パワー,3,1,0,対抗意識○,自分と同じ作戦のウマ娘が多いと 能力を少し発揮しやすい,パッシブ,R,自分と同じ作戦の割合,40%以上,,,,,,,,,パワー,40,-,-,-,-,-,-,-,-,なし,90Pt,129Pt
88,パッシブスキル,1,パワー,3,1,0,引っ込み思案,自分と同じ作戦のウマ娘が多いと 能力を少し発揮しにくい,パッシブ,R,自分と同じ作戦の割合,40%以上,,,,,,,,,パワー,-40,-,-,-,-,-,-,-,-,なし,50Pt,-129Pt
89,パッシブスキル,1,パワー,3,1,0,友として、ライバルとして,自分だけの走りを見つけた 親友への激励がサイレンススズカの 能力を少し発揮しやすくさせる,パッシブ,R,対象キャラクターが存在する,-,,,,,,,,,パワー,40,-,-,-,-,-,-,-,-,なし,-,0Pt
90,パッシブスキル,1,勝負根性,4,1,0,晴れの日◎,晴れの日のレースが得意になる,パッシブ,R,天気,晴れ,,,,,,,,,根性,60,-,-,-,-,-,-,-,-,なし,110Pt,174Pt
91,パッシブスキル,1,勝負根性,4,1,0,晴れの日○,晴れの日のレースが少し得意になる,パッシブ,R,天気,晴れ,,,,,,,,,根性,40,-,-,-,-,-,-,-,-,なし,90Pt,129Pt
92,パッシブスキル,1,勝負根性,4,1,0,曇りの日◎,曇りの日のレースが得意になる,パッシブ,R,天気,曇り,,,,,,,,,根性,60,-,-,-,-,-,-,-,-,なし,110Pt,174Pt
93,パッシブスキル,1,勝負根性,4,1,0,曇りの日○,曇りの日のレースが少し得意になる,パッシブ,R,天気,曇り,,,,,,,,,根性,40,-,-,-,-,-,-,-,-,なし,90Pt,129Pt
94,パッシブスキル,1,勝負根性,4,1,0,雨の日◎,雨の日のレースが得意になる,パッシブ,R,天気,雨,,,,,,,,,根性,60,-,-,-,-,-,-,-,-,なし,110Pt,174Pt
95,パッシブスキル,1,勝負根性,4,1,0,雨の日○,雨の日のレースが少し得意になる,パッシブ,R,天気,雨,,,,,,,,,根性,40,-,-,-,-,-,-,-,-,なし,90Pt,129Pt
96,パッシブスキル,1,勝負根性,4,1,3,雨の日×,雨の日のレースが少し苦手になる,パッシブ,R,天気,雨,,,,,,,,,根性,-40,-,-,-,-,-,-,-,-,なし,50Pt,-129Pt
97,パッシブスキル,1,勝負根性,4,1,0,雪の日◎,雪の日のレースが得意になる,パッシブ,R,天気,雪,,,,,,,,,根性,60,-,-,-,-,-,-,-,-,なし,110Pt,174Pt
98,パッシブスキル,1,勝負根性,4,1,0,雪の日○,雪の日のレースが少し得意になる,パッシブ,R,天気,雪,,,,,,,,,根性,40,-,-,-,-,-,-,-,-,なし,90Pt,129Pt
99,パッシブスキル,1,勝負根性,4,1,0,徹底マーク◎,1番人気のウマ娘と作戦が同じだと 能力を発揮しやすい,パッシブ,R,一番人気のウマ娘と作戦が同じ,-,,,,,,,,,根性,60,-,-,-,-,-,-,-,-,なし,110Pt,174Pt
100,パッシブスキル,1,勝負根性,4,1,0,徹底マーク○,1番人気のウマ娘と作戦が同じだと 能力を少し発揮しやすい,パッシブ,R,一番人気のウマ娘と作戦が同じ,-,,,,,,,,,根性,40,-,-,-,-,-,-,-,-,なし,90Pt,129Pt
101,パッシブスキル,1,賢さ,5,1,0,内枠得意◎,枠番が1～3のレースが得意になる,パッシブ,R,枠順,3番以前,,,,,,,,,賢さ,60,-,-,-,-,-,-,-,-,なし,110Pt,174Pt
102,パッシブスキル,1,賢さ,5,1,0,内枠得意○,枠番が1～3のレースが少し得意になる,パッシブ,R,枠順,3番以前,,,,,,,,,賢さ,40,-,-,-,-,-,-,-,-,なし,90Pt,129Pt
103,パッシブスキル,1,賢さ,5,1,0,内枠苦手,枠番が1～3のレースが少し苦手になる,パッシブ,R,枠順,3番以前,,,,,,,,,賢さ,-40,-,-,-,-,-,-,-,-,なし,50Pt,-129Pt
104,パッシブスキル,1,賢さ,5,1,0,逃げのコツ◎,良い位置につきやすくなる ＜作戦・逃げ＞,パッシブ,R,作戦,逃げ,,,,,,,,,賢さ,60,視野,10m,-,-,-,-,-,-,なし,130Pt,217Pt
105,パッシブスキル,1,賢さ,5,1,0,逃げのコツ○,良い位置に少しつきやすくなる ＜作戦・逃げ＞,パッシブ,R,作戦,逃げ,,,,,,,,,賢さ,40,視野,5m,-,-,-,-,-,-,なし,110Pt,174Pt
106,パッシブスキル,1,賢さ,5,1,0,逃げのコツ○,良い位置に少しつきやすくなる ＜作戦・逃げ＞,パッシブ,R,作戦,逃げ,,,,,,,,,賢さ,40,視野,5m,-,-,-,-,-,-,なし,110Pt,174Pt
107,パッシブスキル,1,賢さ,5,1,0,先行のコツ◎,良い位置につきやすくなる ＜作戦・先行＞,パッシブ,R,作戦,先行,,,,,,,,,賢さ,60,視野,10m,-,-,-,-,-,-,なし,130Pt,217Pt
108,パッシブスキル,1,賢さ,5,1,0,差しのコツ◎,良い位置につきやすくなる ＜作戦・差し＞,パッシブ,R,作戦,差し,,,,,,,,,賢さ,60,視野,10m,-,-,-,-,-,-,詳細情報,取得ポイント,評価点
109,パッシブスキル,1,賢さ,5,1,0,差しのコツ○,良い位置に少しつきやすくなる ＜作戦・差し＞,パッシブ,R,作戦,差し,,,,,,,,,賢さ,40,視野,5m,-,-,-,-,-,-,なし,110Pt,174Pt
110,パッシブスキル,1,賢さ,5,1,0,追込のコツ◎,良い位置につきやすくなる ＜作戦・追込＞,パッシブ,R,作戦,追込,,,,,,,,,賢さ,60,視野,10m,-,-,-,-,-,-,なし,130Pt,217Pt
111,パッシブスキル,1,賢さ,5,1,0,追込のコツ○,良い位置に少しつきやすくなる ＜作戦・追込＞,パッシブ,R,作戦,追込,,,,,,,,,賢さ,40,視野,5m,-,-,-,-,-,-,なし,110Pt,174Pt
112,パッシブスキル,1,複合,6,1,2,スーパーラッキーセブン,枠番が7の時に 良いことが起きる場合がある,パッシブ,SR,他条件を満たした上での発動率 50%,枠番７番,,,,,,,,,スピード,60,スタミナ,60,パワー,60,-,-,-,-,あり,110Pt,334Pt
113,パッシブスキル,1,複合,6,1,0,ラッキーセブン,枠番が7の時に少し 良いことが起きる場合がある,パッシブ,R,他条件を満たした上での発動率 50%,枠番７番,,,,,,,,,スピード,40,スタミナ,40,パワー,40,-,-,-,-,あり,110Pt,174Pt
114,位置設定,2,目標速度,1,1,1,シューティングスター,レース終盤に前の方で相手を抜くと 勢いに乗って速度が上がり さらに加速力がちょっと上がる,固有,SSR（★★★）,フェーズ　終盤以降,順位 1位以降,順位割合 50%より上位,順位を上げたとき -,,,,,,,固有Lv5,目標速度 0.385[m/s],加速度 0.109[m/s²],継続時間 5秒 × レース距離/1000,クールダウン 500秒 × レース距離/1000,,,,,,なし,-,340Pt
115,位置設定,2,目標速度,1,1,1,先頭の景色は譲らない…！,レース後半に差を付けて先頭にいると さらなる脚を使って、速度を上げる,固有,SSR（★★★）,走行距離,50%以降,順位 1位,後方バ身差 1バ身以上,,,,,,,固有Lv5,目標速度 0.385[m/s],継続時間 5秒 × レース距離/1000,クールダウン 500秒 × レース距離/1000,,,,,,,なし,-,340Pt
116,位置設定,2,目標速度,1,1,1,究極テイオーステップ,最終直線で前と差が詰まると 華麗な脚取りで速度がすごく上がる,固有,SSR（★★★）,順位 3位以内,前方バ身差 1バ身以内,追い越し状態 -,最終直線 ,,,,,,,固有Lv5,目標速度 0.385[m/s],継続時間 5秒 × レース距離/1000,クールダウン 500秒 × レース距離/1000,,,,,,,なし,-,340Pt
117,位置設定,2,目標速度,1,1,1,煌星のヴォードヴィル,最終直線で前の方で少し抜け出ていると 輝きを増し速度がすごく上がる,固有,SSR（★★★）,順位割合 30%より上位,近くのレーン後方にウマ娘がいる秒数 1秒以上,最終直線 -,,,,,,,,固有Lv5,目標速度 0.385[m/s],継続時間 5秒 × レース距離/1000,クールダウン 500秒 × レース距離/1000,,,,,,,なし,-,340Pt
